,id,user_id,view_id,room_id,roomuser_id,participant_id,deleted_at,updated_at,registered_at
17490,17637,12332,17281,12074,16315,00012332,2022-05-16 12:36:05.976,2022-05-16 12:36:05.976,2022-05-16 12:02:25.297
17491,17638,19706,17282,12074,16298,00019706,2022-05-16 12:02:53.374,2022-05-16 12:02:53.374,2022-05-16 12:02:25.396
17492,17639,18382,17283,12074,16330,00018382,2022-05-16 12:32:58.562,2022-05-16 12:32:58.562,2022-05-16 12:02:27.292
17493,17640,20323,17284,12074,16341,00020323,2022-05-16 12:02:43.619,2022-05-16 12:02:43.619,2022-05-16 12:02:28.649
17494,17641,20303,17285,12074,16345,00020303,2022-05-16 12:04:19.085,2022-05-16 12:04:19.085,2022-05-16 12:02:39.830
17495,17642,18350,17286,12074,16340,00018350,2022-05-16 12:04:09.911,2022-05-16 12:04:09.911,2022-05-16 12:02:42.764
17496,17643,20323,17287,12074,16341,00020323,2022-05-16 12:03:13.119,2022-05-16 12:03:13.119,2022-05-16 12:02:44.129
17497,17644,18382,17288,12074,16330,00018382,2022-05-16 12:06:11.944,2022-05-16 12:06:11.944,2022-05-16 12:02:58.647
17498,17645,12402,17289,12074,16346,00012402,2022-05-16 12:33:21.585,2022-05-16 12:33:21.586,2022-05-16 12:03:03.299
17499,17646,15581,17290,12074,16347,00015581,2022-05-16 12:03:30.212,2022-05-16 12:03:30.212,2022-05-16 12:03:16.307
17500,17647,20323,17291,12074,16341,00020323,2022-05-16 12:34:21.687,2022-05-16 12:34:21.687,2022-05-16 12:03:16.413
17501,17648,18192,17292,12074,16348,00018192,2022-05-16 12:15:47.807,2022-05-16 12:15:47.808,2022-05-16 12:03:23.032
17502,17649,20324,17293,12074,16349,00020324,2022-05-16 12:21:35.135,2022-05-16 12:21:35.135,2022-05-16 12:03:46.430
17503,17650,18637,17294,12074,16309,00018637,2022-05-16 12:04:04.984,2022-05-16 12:04:04.984,2022-05-16 12:03:53.871
17504,17651,15581,17295,12074,16347,00015581,2022-05-16 12:04:03.823,2022-05-16 12:04:03.823,2022-05-16 12:03:53.931
17505,17652,6233,17296,12074,16350,00006233,2022-05-16 12:35:58.785,2022-05-16 12:35:58.785,2022-05-16 12:04:04.531
17506,17653,18350,17297,12074,16340,00018350,2022-05-16 12:04:23.550,2022-05-16 12:04:23.550,2022-05-16 12:04:11.583
17507,17654,19486,17298,12074,16339,00019486,2022-05-16 12:18:06.938,2022-05-16 12:18:06.938,2022-05-16 12:04:20.207
17508,17655,18350,17299,12074,16340,00018350,2022-05-16 12:04:31.157,2022-05-16 12:04:31.157,2022-05-16 12:04:24.207
17509,17656,18350,17300,12074,16340,00018350,2022-05-16 12:04:58.530,2022-05-16 12:04:58.530,2022-05-16 12:04:32.563
17510,17657,19521,17301,12074,16304,00019521,2022-05-16 12:05:15.830,2022-05-16 12:05:15.831,2022-05-16 12:04:38.786
17511,17658,18350,17302,12074,16340,00018350,2022-05-16 12:08:39.427,2022-05-16 12:08:39.427,2022-05-16 12:04:44.266
17512,17659,20328,17303,12074,16351,00020328,2022-05-16 12:05:02.414,2022-05-16 12:05:02.414,2022-05-16 12:04:46.377
17513,17660,15581,17304,12074,16347,00015581,2022-05-16 12:05:12.979,2022-05-16 12:05:12.979,2022-05-16 12:05:04.748
17514,17661,15581,17305,12074,16347,00015581,2022-05-16 12:05:44.471,2022-05-16 12:05:44.471,2022-05-16 12:05:16.193
17515,17662,19521,17306,12074,16304,00019521,2022-05-16 12:06:51.117,2022-05-16 12:06:51.117,2022-05-16 12:05:19.015
17516,17663,66,17307,12074,16329,00000066,2022-05-16 12:06:33.888,2022-05-16 12:06:33.888,2022-05-16 12:06:00.725
17517,17664,20316,17308,12074,16343,00020316,2022-05-16 12:06:36.329,2022-05-16 12:06:36.329,2022-05-16 12:06:01.984
17518,17665,2436,17309,12074,16328,00002436,2022-05-16 12:36:10.896,2022-05-16 12:36:10.896,2022-05-16 12:06:10.671
17519,17666,3689,17310,12074,16352,00003689,2022-05-16 12:06:33.384,2022-05-16 12:06:33.384,2022-05-16 12:06:23.250
17520,17667,18382,17311,12074,16330,00018382,2022-05-16 12:38:46.397,2022-05-16 12:38:46.397,2022-05-16 12:06:27.644
17521,17668,66,17312,12074,16329,00000066,2022-05-16 12:36:04.066,2022-05-16 12:36:04.066,2022-05-16 12:07:26.956
17522,17669,4274,17313,12074,16353,00004274,2022-05-16 12:07:45.240,2022-05-16 12:07:45.240,2022-05-16 12:07:28.152
17523,17670,8271,17314,12074,16354,00008271,2022-05-16 12:12:55.857,2022-05-16 12:12:55.857,2022-05-16 12:07:48.678
17524,17671,19521,17306,12074,16304,00019521,2022-05-16 12:08:14.078,2022-05-16 12:08:14.078,2022-05-16 12:07:50.042
17525,17672,20295,17280,12074,16302,00020295,2022-05-16 12:08:06.346,2022-05-16 12:08:06.346,2022-05-16 12:07:54.235
17526,17673,3689,17315,12074,16352,00003689,2022-05-16 12:08:10.001,2022-05-16 12:08:10.001,2022-05-16 12:08:02.743
17527,17674,20295,17316,12074,16302,00020295,2022-05-16 12:35:16.700,2022-05-16 12:35:16.700,2022-05-16 12:08:13.251
17528,17675,20312,17317,12074,16295,00020312,2022-05-16 12:08:33.106,2022-05-16 12:08:33.106,2022-05-16 12:08:26.827
17529,17676,19521,17319,12074,16304,00019521,2022-05-16 12:09:05.015,2022-05-16 12:09:05.015,2022-05-16 12:08:30.964
17530,17677,104,17318,12074,16355,00000104,2022-05-16 12:36:25.977,2022-05-16 12:36:25.977,2022-05-16 12:08:37.490
17531,17678,20312,17320,12074,16295,00020312,2022-05-16 12:09:02.595,2022-05-16 12:09:02.595,2022-05-16 12:08:39.327
17532,17679,18637,17321,12074,16309,00018637,2022-05-16 12:09:17.878,2022-05-16 12:09:17.878,2022-05-16 12:08:39.676
17533,17680,20145,17322,12074,16356,00020145,2022-05-16 12:09:26.913,2022-05-16 12:09:26.913,2022-05-16 12:08:39.786
17534,17681,18350,17323,12074,16340,00018350,2022-05-16 12:09:00.609,2022-05-16 12:09:00.609,2022-05-16 12:08:43.557
17535,17682,2125,17324,12074,16357,00002125,2022-05-16 12:37:10.163,2022-05-16 12:37:10.163,2022-05-16 12:08:48.840
17536,17683,3689,17325,12074,16352,00003689,2022-05-16 12:09:11.650,2022-05-16 12:09:11.650,2022-05-16 12:09:06.426
17537,17684,18350,17326,12074,16340,00018350,2022-05-16 12:09:18.297,2022-05-16 12:09:18.298,2022-05-16 12:09:07.343
17538,17685,3689,17327,12074,16352,00003689,2022-05-16 12:09:33.412,2022-05-16 12:09:33.412,2022-05-16 12:09:28.037
17539,17686,18250,17328,12074,16358,00018250,2022-05-16 12:10:22.040,2022-05-16 12:10:22.040,2022-05-16 12:09:32.069
17540,17687,19706,17329,12074,16298,00019706,2022-05-16 12:12:31.623,2022-05-16 12:12:31.624,2022-05-16 12:09:35.532
17541,17688,433,17330,12074,16359,00000433,2022-05-16 12:21:49.204,2022-05-16 12:21:49.204,2022-05-16 12:09:39.580
17542,17689,17140,17331,12074,16360,00017140,2022-05-16 12:13:00.527,2022-05-16 12:13:00.527,2022-05-16 12:09:44.145
17543,17690,18350,17332,12074,16340,00018350,2022-05-16 12:10:33.136,2022-05-16 12:10:33.136,2022-05-16 12:10:20.175
17544,17691,3689,17333,12074,16352,00003689,2022-05-16 12:10:36.157,2022-05-16 12:10:36.157,2022-05-16 12:10:30.955
17545,17692,18350,17334,12074,16340,00018350,2022-05-16 12:10:52.927,2022-05-16 12:10:52.927,2022-05-16 12:10:34.039
17546,17693,17049,17335,12074,16361,00017049,2022-05-16 12:12:18.114,2022-05-16 12:12:18.114,2022-05-16 12:10:44.970
17547,17694,18350,17336,12074,16340,00018350,2022-05-16 12:16:28.677,2022-05-16 12:16:28.677,2022-05-16 12:10:57.674
17548,17695,15581,17337,12074,16347,00015581,2022-05-16 12:11:37.719,2022-05-16 12:11:37.719,2022-05-16 12:11:05.459
17549,17696,3689,17338,12074,16352,00003689,2022-05-16 12:11:19.942,2022-05-16 12:11:19.942,2022-05-16 12:11:09.761
17550,17697,18350,17339,12074,16340,00018350,2022-05-16 12:20:54.372,2022-05-16 12:20:54.372,2022-05-16 12:11:12.043
17551,17698,19521,17340,12074,16304,00019521,2022-05-16 12:14:17.747,2022-05-16 12:14:17.747,2022-05-16 12:11:36.537
17552,17699,15581,17341,12074,16347,00015581,2022-05-16 12:12:09.288,2022-05-16 12:12:09.288,2022-05-16 12:11:43.996
17553,17700,20333,17343,12074,16363,00020333,2022-05-16 12:13:11.692,2022-05-16 12:13:11.692,2022-05-16 12:11:50.716
17554,17701,621,17342,12248,16362,941f84d4,2022-05-16 12:30:58.144,2022-05-16 12:30:58.144,2022-05-16 12:11:50.827
17555,17702,20145,17344,12249,16364,2a931bcd,2022-05-16 12:14:56.805,2022-05-16 12:14:56.805,2022-05-16 12:12:28.649
17556,17703,20302,17345,12074,16324,00020302,2022-05-16 12:14:07.805,2022-05-16 12:14:07.805,2022-05-16 12:12:44.432
17557,17704,20334,17346,12074,16365,00020334,2022-05-16 12:14:58.395,2022-05-16 12:14:58.395,2022-05-16 12:13:34.098
17558,17705,14430,17347,12074,16335,00014430,2022-05-16 12:36:04.519,2022-05-16 12:36:04.519,2022-05-16 12:14:21.597
17559,17706,19521,17348,12074,16304,00019521,2022-05-16 12:15:39.273,2022-05-16 12:15:39.273,2022-05-16 12:15:00.234
17560,17707,1606,17349,12248,16366,09791f58,2022-05-16 14:09:50.269,2022-05-16 14:09:50.269,2022-05-16 12:15:09.073
17561,17708,3689,17350,12074,16352,00003689,2022-05-16 12:15:24.965,2022-05-16 12:15:24.965,2022-05-16 12:15:21.758
17562,17709,20275,17351,12074,16317,00020275,2022-05-16 12:36:05.326,2022-05-16 12:36:05.327,2022-05-16 12:15:40.678
17563,17710,19521,17352,12074,16304,00019521,2022-05-16 12:17:04.524,2022-05-16 12:17:04.524,2022-05-16 12:15:57.019
17564,17711,18192,17353,12074,16348,00018192,2022-05-16 12:17:03.156,2022-05-16 12:17:03.156,2022-05-16 12:16:05.868
17565,17712,13732,17354,12074,16327,00013732,2022-05-16 12:25:53.491,2022-05-16 12:25:53.491,2022-05-16 12:16:23.232
17566,17713,6679,17355,12074,16367,00006679,2022-05-16 12:18:39.228,2022-05-16 12:18:39.228,2022-05-16 12:16:39.988
17567,17714,20313,17356,12248,16368,24a4b7ed,2022-05-16 12:19:00.142,2022-05-16 12:19:00.142,2022-05-16 12:16:41.122
17568,17715,3689,17357,12074,16352,00003689,2022-05-16 12:16:51.858,2022-05-16 12:16:51.858,2022-05-16 12:16:46.566
17569,17716,3280,17358,12074,16369,00003280,2022-05-16 12:17:42.178,2022-05-16 12:17:42.178,2022-05-16 12:16:47.030
17570,17717,18192,17359,12074,16348,00018192,2022-05-16 12:36:11.330,2022-05-16 12:36:11.330,2022-05-16 12:17:07.846
17571,17718,20335,17360,12074,16370,00020335,2022-05-16 12:17:23.438,2022-05-16 12:17:23.438,2022-05-16 12:17:16.172
17572,17719,19521,17361,12074,16304,00019521,2022-05-16 12:18:19.748,2022-05-16 12:18:19.748,2022-05-16 12:17:31.699
17573,17720,19521,17362,12074,16304,00019521,2022-05-16 12:18:51.182,2022-05-16 12:18:51.182,2022-05-16 12:18:24.100
17574,17721,20306,17363,12074,16294,00020306,2022-05-16 12:20:19.638,2022-05-16 12:20:19.638,2022-05-16 12:18:30.266
17575,17722,20313,17364,12248,16368,24a4b7ed,2022-05-16 12:40:04.364,2022-05-16 12:40:04.364,2022-05-16 12:19:03.220
17576,17723,20334,17365,12074,16365,00020334,2022-05-16 12:22:27.526,2022-05-16 12:22:27.526,2022-05-16 12:19:03.546
17577,17724,20321,17366,12074,16321,00020321,2022-05-16 12:36:09.270,2022-05-16 12:36:09.270,2022-05-16 12:19:19.728
17578,17725,19521,17362,12074,16304,00019521,2022-05-16 12:22:00.485,2022-05-16 12:22:00.486,2022-05-16 12:19:23.381
17579,17726,18250,17367,12074,16358,00018250,2022-05-16 12:25:17.990,2022-05-16 12:25:17.990,2022-05-16 12:20:11.911
17580,17727,18637,17368,12074,16309,00018637,2022-05-16 12:20:28.689,2022-05-16 12:20:28.689,2022-05-16 12:20:15.590
17581,17728,20287,17369,12074,16332,00020287,2022-05-16 12:36:56.535,2022-05-16 12:36:56.535,2022-05-16 12:20:28.856
17582,17729,18350,17370,12074,16340,00018350,2022-05-16 12:25:09.245,2022-05-16 12:25:09.245,2022-05-16 12:20:56.221
17583,17730,18350,17339,12074,16340,00018350,2022-05-16 12:36:29.243,2022-05-16 12:36:29.243,2022-05-16 12:21:44.451
17584,17731,433,17371,12074,16359,00000433,2022-05-16 12:24:37.792,2022-05-16 12:24:37.792,2022-05-16 12:21:52.681
17585,17732,20324,17372,12074,16349,00020324,2022-05-16 12:35:12.245,2022-05-16 12:35:12.245,2022-05-16 12:22:07.816
17586,17733,20334,17373,12074,16365,00020334,2022-05-16 12:23:26.055,2022-05-16 12:23:26.055,2022-05-16 12:22:29.129
17587,17734,20334,17374,12074,16365,00020334,2022-05-16 12:23:34.501,2022-05-16 12:23:34.501,2022-05-16 12:23:28.594
17588,17735,20334,17375,12074,16365,00020334,2022-05-16 12:24:27.417,2022-05-16 12:24:27.417,2022-05-16 12:23:41.507
17589,17736,16398,17376,12074,16371,00016398,2022-05-16 12:25:00.135,2022-05-16 12:25:00.135,2022-05-16 12:23:51.717
17590,17737,433,17377,12074,16359,00000433,2022-05-16 12:38:02.386,2022-05-16 12:38:02.386,2022-05-16 12:24:44.663
17591,17738,20306,17378,12074,16294,00020306,2022-05-16 12:26:33.125,2022-05-16 12:26:33.125,2022-05-16 12:25:08.839
17592,17739,18250,17379,12074,16358,00018250,2022-05-16 12:27:14.218,2022-05-16 12:27:14.218,2022-05-16 12:25:19.227
17593,17740,16351,17380,12074,16372,00016351,2022-05-16 12:27:19.828,2022-05-16 12:27:19.828,2022-05-16 12:25:33.737
17594,17741,13732,17354,12074,16327,00013732,2022-05-16 12:36:34.215,2022-05-16 12:36:34.215,2022-05-16 12:25:53.764
17595,17742,20302,17381,12074,16324,00020302,2022-05-16 12:27:56.222,2022-05-16 12:27:56.222,2022-05-16 12:25:54.273
17596,17743,20334,17382,12074,16365,00020334,2022-05-16 12:26:50.850,2022-05-16 12:26:50.850,2022-05-16 12:26:28.636
17597,17744,16398,17383,12074,16371,00016398,2022-05-16 12:27:09.493,2022-05-16 12:27:09.493,2022-05-16 12:26:53.152
17598,17745,18250,17384,12074,16358,00018250,2022-05-16 12:35:59.065,2022-05-16 12:35:59.065,2022-05-16 12:27:23.684
17599,17746,20302,17381,12074,16324,00020302,2022-05-16 12:32:14.880,2022-05-16 12:32:14.880,2022-05-16 12:28:04.561
17600,17747,7091,17385,12074,16373,00007091,2022-05-16 12:36:19.108,2022-05-16 12:36:19.108,2022-05-16 12:28:05.658
17601,17748,16351,17386,12074,16372,00016351,2022-05-16 12:29:22.645,2022-05-16 12:29:22.645,2022-05-16 12:28:07.590
17602,17749,6679,17387,12074,16367,00006679,2022-05-16 12:50:22.884,2022-05-16 12:50:22.884,2022-05-16 12:28:42.513
17603,17750,20312,17388,12074,16295,00020312,2022-05-16 12:30:11.139,2022-05-16 12:30:11.139,2022-05-16 12:29:58.268
17604,17751,2,17389,12074,16374,00000002,2022-05-16 12:31:40.372,2022-05-16 12:31:40.372,2022-05-16 12:31:01.247
17605,17752,621,17342,12248,16362,e201a535,2022-05-16 12:32:42.514,2022-05-16 12:32:42.514,2022-05-16 12:31:23.339
17606,17753,5878,17390,12074,16375,00005878,2022-05-16 12:35:55.450,2022-05-16 12:35:55.450,2022-05-16 12:31:29.228
17607,17754,16301,17391,12074,16376,00016301,2022-05-16 12:36:14.526,2022-05-16 12:36:14.526,2022-05-16 12:31:45.188
17608,17755,2,17392,12074,16374,00000002,2022-05-16 12:33:06.027,2022-05-16 12:33:06.027,2022-05-16 12:32:18.950
17609,17756,3086,17393,12074,16290,00003086,2022-05-16 12:33:11.243,2022-05-16 12:33:11.243,2022-05-16 12:32:30.918
17610,17757,16351,17394,12074,16372,00016351,2022-05-16 12:33:24.029,2022-05-16 12:33:24.029,2022-05-16 12:32:31.831
17611,17758,18350,17395,12208,16333,901a0be8,2022-05-16 12:33:48.499,2022-05-16 12:33:48.499,2022-05-16 12:32:49.070
17612,17759,20312,17396,12074,16295,00020312,2022-05-16 12:33:36.029,2022-05-16 12:33:36.029,2022-05-16 12:33:00.752
17613,17760,621,17397,12248,16362,e201a535,2022-05-16 12:33:19.551,2022-05-16 12:33:19.551,2022-05-16 12:33:16.620
17614,17761,621,17398,12248,16362,98980405,2022-05-16 13:18:23.897,2022-05-16 13:18:23.897,2022-05-16 12:33:24.410
17615,17762,12332,17399,12197,16293,9357ca8d,2022-05-16 12:42:02.800,2022-05-16 12:42:02.800,2022-05-16 12:33:26.432
17616,17763,19521,17400,12074,16304,00019521,2022-05-16 12:34:36.626,2022-05-16 12:34:36.626,2022-05-16 12:33:40.582
17617,17764,18350,17401,12208,16333,42589aef,2022-05-16 12:39:33.306,2022-05-16 12:39:33.306,2022-05-16 12:33:51.249
17618,17765,18382,17283,12074,16330,00018382,2022-05-16 12:36:21.423,2022-05-16 12:36:21.423,2022-05-16 12:33:56.420
17619,17766,20312,17402,12074,16295,00020312,2022-05-16 12:36:29.449,2022-05-16 12:36:29.449,2022-05-16 12:34:20.476
17620,17767,20337,17403,12250,16377,8450b6ca,2022-05-16 12:34:48.934,2022-05-16 12:34:48.935,2022-05-16 12:34:32.612
17621,17768,10403,17404,12200,16378,970e7237,2022-05-16 13:45:06.719,2022-05-16 13:45:06.719,2022-05-16 12:34:56.733
17622,17769,20323,17405,12197,16319,d77dbedf,2022-05-16 12:44:23.628,2022-05-16 12:44:23.628,2022-05-16 12:34:56.904
17623,17770,20324,17406,12074,16349,00020324,2022-05-16 12:35:13.828,2022-05-16 12:35:13.829,2022-05-16 12:35:02.700
17624,17771,20324,17407,12074,16349,00020324,2022-05-16 12:36:55.054,2022-05-16 12:36:55.054,2022-05-16 12:35:15.670
17625,17772,16185,17408,12074,16344,00016185,2022-05-16 12:35:17.701,2022-05-16 12:35:17.701,2022-05-16 12:35:16.563
17626,17773,16185,17409,12074,16344,00016185,2022-05-16 12:36:41.327,2022-05-16 12:36:41.327,2022-05-16 12:35:21.221
17627,17774,3086,17410,12074,16290,00003086,2022-05-16 12:35:50.288,2022-05-16 12:35:50.288,2022-05-16 12:35:31.974
17628,17775,18653,17411,12074,16323,00018653,2022-05-16 12:37:31.061,2022-05-16 12:37:31.062,2022-05-16 12:35:35.527
17629,17776,357,17412,12251,16379,53138bc5,2022-05-16 12:36:10.414,2022-05-16 12:36:10.415,2022-05-16 12:35:53.029
17630,17777,20279,17413,12213,16380,91233772,2022-05-16 12:36:16.126,2022-05-16 12:36:16.126,2022-05-16 12:36:10.000
17631,17778,18983,17414,12074,16308,00018983,2022-05-16 12:36:30.158,2022-05-16 12:36:30.158,2022-05-16 12:36:10.914
17632,17779,17050,17415,12074,16381,00017050,2022-05-16 12:37:14.269,2022-05-16 12:37:14.269,2022-05-16 12:36:12.282
17633,17780,6679,17416,12074,16367,00006679,2022-05-16 12:37:41.174,2022-05-16 12:37:41.174,2022-05-16 12:36:20.924
17634,17781,20321,17418,12207,16313,471243b4,2022-05-16 12:36:51.967,2022-05-16 12:36:51.967,2022-05-16 12:36:41.380
17635,17782,20279,17419,12074,16301,00020279,2022-05-16 12:55:31.452,2022-05-16 12:55:31.452,2022-05-16 12:36:42.020
17636,17783,2761,17417,12198,16382,b7ba89ce,2022-05-16 12:54:27.047,2022-05-16 12:54:27.047,2022-05-16 12:36:42.112
17637,17784,18192,17420,12074,16348,00018192,2022-05-16 12:37:14.382,2022-05-16 12:37:14.382,2022-05-16 12:36:42.391
17638,17785,16301,17421,12074,16376,00016301,2022-05-16 12:37:40.679,2022-05-16 12:37:40.679,2022-05-16 12:36:47.537
17639,17786,18983,17422,12074,16308,00018983,2022-05-16 12:37:03.507,2022-05-16 12:37:03.507,2022-05-16 12:36:52.234
17640,17787,20321,17423,12074,16321,00020321,2022-05-16 12:37:54.345,2022-05-16 12:37:54.345,2022-05-16 12:37:11.354
17641,17788,3226,17424,12209,16314,e6143cf8,2022-05-16 12:38:07.139,2022-05-16 12:38:07.139,2022-05-16 12:37:20.251
17642,17789,16185,17425,12074,16344,00016185,2022-05-16 12:37:23.012,2022-05-16 12:37:23.012,2022-05-16 12:37:21.943
17643,17790,16185,17426,12074,16344,00016185,2022-05-16 12:38:05.071,2022-05-16 12:38:05.071,2022-05-16 12:37:25.983
17644,17791,3086,17427,12074,16290,00003086,2022-05-16 12:38:01.529,2022-05-16 12:38:01.529,2022-05-16 12:37:32.289
17645,17792,20279,17428,12213,16380,fcc5c9be,2022-05-16 12:52:17.539,2022-05-16 12:52:17.539,2022-05-16 12:37:32.718
17646,17793,18653,17429,12074,16323,00018653,2022-05-16 12:39:54.588,2022-05-16 12:39:54.588,2022-05-16 12:37:48.580
17647,17794,18192,17430,12074,16348,00018192,2022-05-16 12:39:04.932,2022-05-16 12:39:04.932,2022-05-16 12:37:50.702
17648,17795,6779,17431,12203,16383,04eba911,2022-05-16 12:38:26.104,2022-05-16 12:38:26.104,2022-05-16 12:38:01.651
17649,17796,3086,17432,12074,16290,00003086,2022-05-16 12:38:23.449,2022-05-16 12:38:23.449,2022-05-16 12:38:04.187
17650,17797,3226,17433,12074,16316,00003226,2022-05-16 12:39:31.154,2022-05-16 12:39:31.154,2022-05-16 12:38:22.134
17651,17798,6779,17434,12203,16383,b0ba605d,2022-05-16 12:41:16.772,2022-05-16 12:41:16.772,2022-05-16 12:38:38.438
17652,17799,20321,17435,12207,16313,d22a6286,2022-05-16 12:39:00.848,2022-05-16 12:39:00.848,2022-05-16 12:38:40.369
17653,17800,13732,17436,12206,16384,64eafb93,2022-05-16 12:44:18.579,2022-05-16 12:44:18.579,2022-05-16 12:38:46.913
17654,17801,5878,17437,12209,16385,e3f5ca73,2022-05-16 12:39:02.788,2022-05-16 12:39:02.788,2022-05-16 12:38:56.413
17655,17802,10403,17438,12074,16299,00010403,2022-05-16 13:41:34.702,2022-05-16 13:41:34.702,2022-05-16 12:38:57.466
17656,17803,5878,17439,12074,16375,00005878,2022-05-16 12:39:25.713,2022-05-16 12:39:25.713,2022-05-16 12:39:06.751
17657,17804,433,17440,12074,16359,00000433,2022-05-16 12:39:54.268,2022-05-16 12:39:54.268,2022-05-16 12:39:08.024
17658,17805,16185,17441,12202,16386,aefae1d2,2022-05-16 12:39:53.363,2022-05-16 12:39:53.364,2022-05-16 12:39:08.820
17659,17806,20324,17442,12206,16387,3a975211,2022-05-16 13:19:43.272,2022-05-16 13:19:43.272,2022-05-16 12:39:35.450
17660,17807,18350,17443,12208,16333,82159973,2022-05-16 12:41:48.160,2022-05-16 12:41:48.160,2022-05-16 12:39:40.445
17661,17808,3226,17444,12209,16314,87173013,2022-05-16 13:25:52.521,2022-05-16 13:25:52.521,2022-05-16 12:39:45.471
17662,17809,20313,17445,12248,16368,24a4b7ed,2022-05-16 12:52:02.005,2022-05-16 12:52:02.005,2022-05-16 12:40:06.856
17663,17810,18653,17429,12074,16323,00018653,2022-05-16 12:48:07.905,2022-05-16 12:48:07.905,2022-05-16 12:40:13.081
17664,17811,2125,17446,12206,16388,d1ce81ae,2022-05-16 12:45:14.707,2022-05-16 12:45:14.707,2022-05-16 12:40:35.582
17665,17812,16301,17447,12074,16376,00016301,2022-05-16 12:44:42.707,2022-05-16 12:44:42.707,2022-05-16 12:40:45.229
17666,17813,1791,17448,12074,16389,00001791,2022-05-16 12:42:20.235,2022-05-16 12:42:20.235,2022-05-16 12:41:29.214
17667,17814,20321,17449,12207,16313,8fc060da,2022-05-16 12:42:20.842,2022-05-16 12:42:20.842,2022-05-16 12:41:53.254
17668,17815,12332,17450,12200,16390,aa0fe552,2022-05-16 12:47:40.784,2022-05-16 12:47:40.784,2022-05-16 12:41:54.866
17669,17816,18250,17451,12209,16391,1b20d6db,2022-05-16 12:45:32.619,2022-05-16 12:45:32.619,2022-05-16 12:41:56.369
17670,17817,6779,17452,12203,16383,2558d020,2022-05-16 12:44:06.338,2022-05-16 12:44:06.338,2022-05-16 12:41:58.167
17671,17818,18382,17453,12205,16392,4dbe57da,2022-05-16 12:42:17.306,2022-05-16 12:42:17.306,2022-05-16 12:42:04.714
17672,17819,18350,17454,12208,16333,4328deac,2022-05-16 12:42:28.886,2022-05-16 12:42:28.886,2022-05-16 12:42:21.779
17673,17820,18350,17455,12208,16333,000d5226,2022-05-16 12:43:27.526,2022-05-16 12:43:27.526,2022-05-16 12:43:00.899
17674,17821,6502,17456,12197,16393,4ab7fed8,2022-05-16 12:43:25.687,2022-05-16 12:43:25.687,2022-05-16 12:43:08.595
17675,17822,1,17457,12074,16394,00000001,2022-05-16 12:44:17.751,2022-05-16 12:44:17.751,2022-05-16 12:43:23.497
17676,17823,18350,17458,12208,16333,0b22111c,2022-05-16 12:44:31.307,2022-05-16 12:44:31.307,2022-05-16 12:44:10.039
17677,17824,20266,17459,12203,16395,1a5772ec,2022-05-16 12:44:47.829,2022-05-16 12:44:47.829,2022-05-16 12:44:15.523
17678,17825,13732,17460,12207,16396,71f68d0d,2022-05-16 12:44:28.688,2022-05-16 12:44:28.688,2022-05-16 12:44:23.104
17679,17826,20323,17461,12074,16341,00020323,2022-05-16 12:44:39.725,2022-05-16 12:44:39.725,2022-05-16 12:44:27.759
17680,17827,13732,17462,12208,16397,8c669bb0,2022-05-16 12:44:43.734,2022-05-16 12:44:43.734,2022-05-16 12:44:42.049
17681,17828,13732,17463,12209,16398,b039f224,2022-05-16 12:49:31.353,2022-05-16 12:49:31.353,2022-05-16 12:44:48.675
17682,17829,20300,17464,12074,16399,00020300,2022-05-16 12:45:22.563,2022-05-16 12:45:22.563,2022-05-16 12:44:54.466
17683,17830,18350,17465,12208,16333,e416ffa7,2022-05-16 12:46:25.689,2022-05-16 12:46:25.689,2022-05-16 12:45:04.315
17684,17831,20266,17466,12203,16395,3665d9e8,2022-05-16 12:46:02.224,2022-05-16 12:46:02.224,2022-05-16 12:45:14.574
17685,17832,20305,17467,12074,16400,00020305,2022-05-16 12:45:45.509,2022-05-16 12:45:45.509,2022-05-16 12:45:33.390
17686,17833,20305,17468,12074,16400,00020305,2022-05-16 12:46:23.028,2022-05-16 12:46:23.028,2022-05-16 12:45:55.792
17687,17834,20266,17469,12074,16401,00020266,2022-05-16 13:04:48.317,2022-05-16 13:04:48.317,2022-05-16 12:46:10.489
17688,17835,6502,17470,12206,16402,3edb2121,2022-05-16 13:33:02.783,2022-05-16 13:33:02.783,2022-05-16 12:46:22.800
17689,17836,20340,17471,12074,16403,00020340,2022-05-16 12:46:55.151,2022-05-16 12:46:55.151,2022-05-16 12:46:36.190
17690,17837,20340,17472,12074,16403,00020340,2022-05-16 12:47:21.748,2022-05-16 12:47:21.748,2022-05-16 12:46:57.955
17691,17838,6779,17473,12203,16383,aeedaa3d,2022-05-16 12:53:29.737,2022-05-16 12:53:29.737,2022-05-16 12:47:07.710
17692,17839,20288,17474,12074,16404,00020288,2022-05-16 12:47:29.390,2022-05-16 12:47:29.390,2022-05-16 12:47:10.338
17693,17840,20288,17475,12074,16404,00020288,2022-05-16 12:48:30.955,2022-05-16 12:48:30.955,2022-05-16 12:47:31.850
17694,17841,18250,17476,12209,16391,5c3afa8c,2022-05-16 13:00:51.971,2022-05-16 13:00:51.971,2022-05-16 12:47:47.340
17695,17842,2125,17477,12206,16388,21d3396f,2022-05-16 13:32:52.439,2022-05-16 13:32:52.439,2022-05-16 12:47:51.977
